,is_canceled,lead_time,arrival_date_year,arrival_date_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,booking_changes,days_in_waiting_list,adr,required_car_parking_spaces,total_of_special_requests,total_nights,long_stay_flag,total_guests,guests_per_night,special_requests_per_guest,has_special_request,country_encoded,non_refund,reservation_match,is_resort,meal_encoded,market_segment_encoded,customer_type_encoded,distribution_channel_encoded
29017,0,25,2016,6,0,2,2,0.0,0,0,0,0,1,0,148.0,0,1,2,0,2.0,1.0,0.5,1,70,0,0,0,1,5,3,3
29018,0,292,2016,7,0,2,2,0.0,0,0,0,0,0,0,115.0,0,0,2,0,2.0,1.0,0.0,0,38,0,1,0,2,4,1,3
29019,0,6,2015,12,0,2,2,0.0,0,0,0,0,0,0,55.0,0,0,2,0,2.0,1.0,0.0,0,130,0,1,0,1,4,1,3
29020,0,221,2017,5,1,3,2,0.0,0,0,0,0,0,0,138.6,0,1,4,0,2.0,0.5,0.5,1,53,0,1,0,1,5,1,3
29021,0,223,2016,5,1,5,2,0.0,0,0,0,0,2,0,66.0,0,0,6,0,2.0,0.3333333333333333,0.0,0,53,0,0,1,1,6,1,0
29022,0,241,2016,7,2,1,2,0.0,0,0,0,0,0,0,95.0,0,1,3,0,2.0,0.6666666666666666,0.5,1,9,0,1,0,0,5,2,3
29023,0,127,2015,9,2,5,2,0.0,0,0,0,0,0,0,73.5,0,0,7,0,2.0,0.2857142857142857,0.0,0,109,0,1,1,1,4,2,3
29024,1,37,2017,5,1,3,2,0.0,0,0,0,0,0,0,215.0,0,1,4,0,2.0,0.5,0.5,1,46,0,1,0,1,5,3,3
29025,1,39,2016,5,2,1,2,0.0,0,0,0,0,0,0,126.9,0,0,3,0,2.0,0.6666666666666666,0.0,0,109,0,1,0,1,5,3,3
29026,0,69,2015,10,2,1,2,0.0,0,0,0,0,0,58,85.67,0,0,3,0,2.0,0.6666666666666666,0.0,0,121,0,1,0,1,6,1,3
29027,1,1,2016,1,0,1,1,0.0,0,0,0,0,0,0,39.0,0,1,1,0,1.0,1.0,1.0,1,121,0,1,1,1,5,3,3
29028,0,69,2017,2,2,3,2,0.0,0,0,0,0,0,0,42.0,0,2,5,0,2.0,0.4,1.0,1,71,0,0,1,1,5,1,3
29029,0,12,2015,12,2,1,2,0.0,0,0,0,0,1,0,26.0,0,1,3,0,2.0,0.6666666666666666,0.5,1,46,0,0,1,1,4,3,3
29030,0,37,2015,7,2,6,2,2.0,0,0,0,0,0,0,216.13,1,0,8,1,4.0,0.5,0.0,0,53,0,1,1,1,5,3,3
29031,1,34,2015,12,0,2,1,0.0,0,0,1,0,0,0,90.0,0,0,2,0,1.0,0.5,0.0,0,121,1,1,0,1,4,3,3
29032,0,0,2015,8,0,1,2,0.0,0,0,0,0,0,0,85.0,0,0,1,0,2.0,2.0,0.0,0,50,0,0,0,1,1,3,0
29033,1,148,2015,12,1,4,2,0.0,0,0,0,0,0,79,67.0,0,0,5,0,2.0,0.4,0.0,0,121,1,1,0,1,4,3,3
29034,1,15,2017,2,0,4,2,0.0,0,0,0,0,0,0,91.8,0,0,4,0,2.0,0.5,0.0,0,125,0,1,0,1,5,3,3
29035,0,206,2017,7,3,7,2,0.0,0,0,0,0,0,0,131.4,0,1,10,1,2.0,0.2,0.5,1,66,0,1,1,1,4,3,3
29036,0,2,2017,6,0,1,2,0.0,0,1,0,1,0,0,108.0,0,3,1,0,2.0,2.0,1.5,1,121,0,1,0,1,1,3,0
29037,1,285,2016,10,1,3,2,0.0,0,0,0,0,0,24,100.0,0,0,4,0,2.0,0.5,0.0,0,121,1,1,0,1,4,3,3
29038,0,115,2016,5,1,4,2,0.0,0,0,0,0,0,0,99.45,0,1,5,0,2.0,0.4,0.5,1,38,0,1,0,1,5,1,3
29039,1,64,2016,2,1,3,2,0.0,0,0,0,0,0,0,29.0,0,0,4,0,2.0,0.5,0.0,0,121,1,1,1,1,6,3,3
29040,1,133,2015,11,1,1,2,0.0,0,0,0,0,1,0,29.16,0,1,2,0,2.0,1.0,0.5,1,121,0,1,1,1,5,3,3
29041,0,4,2016,1,0,3,2,0.0,0,1,11,4,0,0,80.3,0,1,3,0,2.0,0.6666666666666666,0.5,1,46,0,1,0,1,5,3,3
29042,0,10,2015,8,1,4,2,0.0,0,0,0,0,0,0,75.0,0,1,5,0,2.0,0.4,0.5,1,121,0,1,0,1,1,3,0
29043,0,25,2017,2,2,3,2,0.0,1,0,0,0,1,0,108.8,0,2,5,0,3.0,0.6,0.6666666666666666,1,21,0,1,0,1,5,3,3
29044,0,45,2016,6,1,2,3,0.0,0,0,0,0,1,0,96.5,0,1,3,0,3.0,1.0,0.3333333333333333,1,121,0,0,0,1,6,1,3
29045,0,18,2016,9,0,3,2,0.0,0,0,0,0,0,0,174.0,0,2,3,0,2.0,0.6666666666666666,1.0,1,71,0,1,0,1,5,3,3
29046,0,7,2015,12,1,0,2,1.0,0,0,0,0,0,0,32.5,1,1,1,0,3.0,3.0,0.3333333333333333,1,46,0,0,1,1,4,3,3
29047,0,59,2016,2,2,2,2,0.0,0,0,0,0,0,0,62.0,0,0,4,0,2.0,0.5,0.0,0,9,0,0,0,1,6,1,3
29048,1,135,2017,6,0,1,2,0.0,0,0,0,0,0,0,130.0,0,0,1,0,2.0,2.0,0.0,0,121,1,1,0,1,6,3,3
29049,0,181,2016,10,0,2,1,0.0,0,0,0,0,0,0,120.0,0,0,2,0,1.0,0.5,0.0,0,50,0,0,0,1,4,1,3
29050,0,163,2017,7,2,2,2,0.0,0,0,0,0,0,0,89.1,0,1,4,0,2.0,0.5,0.5,1,38,0,1,0,0,5,3,3
29051,1,316,2017,4,0,1,2,0.0,0,0,0,0,0,0,93.5,0,0,1,0,2.0,2.0,0.0,0,149,0,1,0,1,1,3,0
29052,0,192,2017,3,0,4,3,0.0,0,0,0,0,0,0,119.0,0,2,4,0,3.0,0.75,0.6666666666666666,1,121,0,1,0,1,5,3,3
29053,1,173,2017,6,1,1,2,1.0,0,0,0,0,0,0,168.0,0,0,2,0,3.0,1.5,0.0,0,121,0,1,0,1,5,3,3
29054,0,108,2017,5,2,3,2,0.0,0,0,0,0,0,0,108.0,0,0,5,0,2.0,0.4,0.0,0,50,0,1,0,0,5,3,3
29055,0,152,2016,8,0,2,2,0.0,0,0,0,0,2,0,114.3,0,1,2,0,2.0,1.0,0.5,1,50,0,1,0,1,5,3,3
29056,0,303,2017,8,0,4,1,0.0,0,0,0,0,0,0,102.38,0,2,4,0,1.0,0.25,2.0,1,75,0,1,0,1,5,3,3
29057,0,4,2015,11,0,2,1,0.0,0,0,0,0,0,0,62.0,0,0,2,0,1.0,0.5,0.0,0,46,0,1,0,1,6,1,3
29058,0,174,2016,9,0,3,1,0.0,0,0,0,0,0,0,95.67,0,0,3,0,1.0,0.3333333333333333,0.0,0,38,0,1,0,1,4,1,3
29059,0,1,2015,8,0,1,1,0.0,0,0,0,0,0,0,95.0,0,2,1,0,1.0,1.0,2.0,1,121,0,1,0,1,5,2,3
29060,0,165,2015,12,0,4,2,0.0,0,0,0,0,0,122,136.5,0,0,4,0,2.0,0.5,0.0,0,121,0,1,1,0,6,1,3
29061,1,37,2015,9,1,1,2,1.0,0,0,0,0,0,0,119.0,0,4,2,0,3.0,1.5,1.3333333333333333,1,121,0,1,1,1,5,3,3
29062,0,261,2017,2,0,3,3,0.0,0,0,0,0,0,0,88.01,0,1,3,0,3.0,1.0,0.3333333333333333,1,53,0,0,0,1,5,3,3
29063,0,179,2016,10,2,2,2,0.0,0,0,0,0,0,0,104.4,0,1,4,0,2.0,0.5,0.5,1,50,0,1,0,1,5,3,3
29064,0,23,2016,9,1,1,2,0.0,0,0,0,0,0,0,169.0,0,2,2,0,2.0,1.0,1.0,1,27,0,1,0,1,5,3,3
29065,0,0,2016,5,0,1,1,0.0,0,0,0,0,0,0,85.93,0,0,1,0,1.0,1.0,0.0,0,121,0,1,0,0,5,3,3
29066,0,216,2017,8,2,2,2,1.0,0,0,0,0,0,0,93.6,0,0,4,0,3.0,0.75,0.0,0,53,0,1,0,1,5,3,3
29067,1,205,2016,7,2,3,2,0.0,0,0,0,0,0,0,90.95,0,0,5,0,2.0,0.4,0.0,0,53,0,1,0,1,5,1,3
29068,1,175,2016,8,0,4,2,0.0,0,0,0,0,0,0,112.63,0,0,4,0,2.0,0.5,0.0,0,137,0,1,0,1,5,3,3
29069,1,246,2017,8,0,2,1,0.0,0,0,0,0,0,0,123.3,0,0,2,0,1.0,0.5,0.0,0,75,0,1,0,1,5,3,3
29070,0,16,2017,7,0,1,2,0.0,0,0,0,0,0,0,140.0,0,1,1,0,2.0,2.0,0.5,1,50,0,1,0,1,5,3,3
29071,0,155,2016,8,0,4,2,0.0,0,0,0,0,0,0,83.12,0,1,4,0,2.0,0.5,0.5,1,71,0,1,0,1,5,3,3
29072,0,15,2017,7,0,3,2,0.0,0,0,0,0,0,0,126.0,0,2,3,0,2.0,0.6666666666666666,1.0,1,121,0,1,0,0,5,3,3
29073,1,178,2016,4,0,3,1,0.0,0,0,1,0,0,46,110.0,0,0,3,0,1.0,0.3333333333333333,0.0,0,121,1,1,0,1,4,3,3
29074,0,0,2015,10,2,0,1,1.0,0,0,0,0,1,0,9.0,0,0,2,0,2.0,1.0,0.0,0,38,0,0,0,1,5,3,3
29075,0,349,2016,10,1,5,2,0.0,0,0,0,0,0,162,123.33,0,0,6,0,2.0,0.3333333333333333,0.0,0,38,0,1,0,1,4,1,3
29076,0,1,2016,9,0,2,2,0.0,0,0,0,0,0,0,162.0,0,0,2,0,2.0,1.0,0.0,0,46,0,1,1,1,1,3,0
29077,0,43,2015,8,2,2,2,0.0,0,0,0,0,1,0,80.25,0,0,4,0,2.0,0.5,0.0,0,71,0,1,0,2,6,1,3
29078,0,1,2016,9,0,3,1,0.0,0,1,3,43,0,0,67.0,1,0,3,0,1.0,0.3333333333333333,0.0,0,121,0,0,0,1,2,3,1
29079,1,240,2016,10,1,2,2,0.0,0,0,0,0,0,0,110.0,0,0,3,0,2.0,0.6666666666666666,0.0,0,121,1,1,0,1,6,3,3
29080,0,86,2017,6,0,1,1,0.0,0,0,0,0,1,0,120.0,0,0,1,0,1.0,1.0,0.0,0,121,0,1,1,1,2,1,3
29081,0,262,2015,9,1,3,2,0.0,0,0,0,0,0,0,89.2,0,0,4,0,2.0,0.5,0.0,0,12,0,1,1,2,6,1,1
29082,0,45,2016,6,2,4,2,0.0,0,0,0,0,0,0,135.9,1,1,6,0,2.0,0.3333333333333333,0.5,1,46,0,1,0,1,5,3,3
29083,1,26,2017,4,1,1,2,0.0,0,0,0,0,0,0,115.0,0,1,2,0,2.0,1.0,0.5,1,21,0,1,0,0,5,3,3
29084,0,213,2016,5,1,1,2,0.0,0,0,0,0,0,0,85.0,0,0,2,0,2.0,1.0,0.0,0,38,0,0,1,2,6,1,3
29085,0,17,2017,4,0,2,2,1.0,0,0,0,0,0,0,154.1,0,0,2,0,3.0,1.5,0.0,0,109,0,1,0,1,1,3,0
29086,0,84,2017,5,0,3,2,1.0,0,1,0,2,0,0,114.0,0,2,3,0,3.0,1.0,0.6666666666666666,1,121,0,1,0,1,1,3,0
29087,0,9,2016,2,1,2,2,0.0,0,0,0,0,0,0,48.67,0,0,3,0,2.0,0.6666666666666666,0.0,0,38,0,1,0,1,4,3,3
29088,0,3,2016,4,0,2,1,0.0,0,0,0,0,0,0,85.0,0,0,2,0,1.0,0.5,0.0,0,50,0,1,1,1,1,1,0
29089,1,47,2016,12,0,1,2,0.0,0,0,0,0,0,0,93.6,0,1,1,0,2.0,2.0,0.5,1,46,0,0,0,1,5,3,3
29090,1,63,2015,11,1,4,2,0.0,1,0,0,0,0,0,91.63,0,2,5,0,3.0,0.6,0.6666666666666666,1,121,0,1,0,1,5,2,3
29091,1,221,2017,4,2,5,2,0.0,0,0,0,0,0,0,83.43,0,0,7,0,2.0,0.2857142857142857,0.0,0,121,0,1,1,2,6,1,3
29092,0,2,2016,1,0,1,1,0.0,0,0,0,0,0,0,80.0,0,1,1,0,1.0,1.0,1.0,1,21,0,1,0,1,5,1,3
29093,1,50,2016,9,0,2,3,0.0,0,0,0,0,0,0,142.2,0,0,2,0,3.0,1.5,0.0,0,46,0,1,0,1,5,3,3
29094,0,113,2015,10,2,4,1,0.0,0,0,0,0,0,0,35.0,0,1,6,0,1.0,0.16666666666666666,1.0,1,53,0,1,1,1,4,2,3
29095,0,14,2016,12,1,2,2,0.0,0,0,0,0,0,0,84.0,0,0,3,0,2.0,0.6666666666666666,0.0,0,46,0,1,1,0,6,1,3
29096,1,61,2016,3,0,2,2,0.0,0,0,0,0,1,0,117.0,0,0,2,0,2.0,1.0,0.0,0,46,0,1,0,1,5,3,3
29097,1,304,2016,11,0,3,2,0.0,0,0,0,0,0,0,89.0,0,0,3,0,2.0,0.6666666666666666,0.0,0,121,1,1,0,1,4,3,3
29098,0,73,2017,2,1,2,2,0.0,0,0,0,0,2,0,40.0,0,0,3,0,2.0,0.6666666666666666,0.0,0,53,0,1,1,1,2,1,1
29099,1,238,2017,2,0,2,2,0.0,0,0,0,0,0,0,54.0,0,0,2,0,2.0,1.0,0.0,0,121,1,1,1,2,6,3,3
29100,0,64,2015,9,0,4,2,0.0,0,0,0,0,1,0,109.0,0,2,4,0,2.0,0.5,1.0,1,121,0,1,1,1,5,3,3
29101,0,149,2017,7,2,2,2,0.0,0,0,0,0,0,0,116.5,0,0,4,0,2.0,0.5,0.0,0,30,0,1,1,1,4,3,3
29102,0,20,2016,8,1,0,2,0.0,0,0,0,0,0,0,85.0,0,1,1,0,2.0,2.0,0.5,1,53,0,1,0,1,4,3,3
29103,0,3,2016,1,0,1,2,0.0,0,0,0,0,0,0,77.0,0,0,1,0,2.0,2.0,0.0,0,121,0,1,0,0,5,3,3
29104,0,123,2016,6,1,5,2,0.0,0,0,0,0,0,0,119.85,0,1,6,0,2.0,0.3333333333333333,0.5,1,50,0,1,0,1,5,3,3
29105,1,31,2016,9,2,2,0,2.0,0,0,0,0,0,0,124.25,0,2,4,0,2.0,0.5,1.0,1,145,0,1,0,1,5,3,3
29106,0,93,2017,4,1,2,1,0.0,0,0,0,0,0,0,109.8,0,0,3,0,1.0,0.3333333333333333,0.0,0,126,0,1,0,1,5,3,3
29107,1,27,2015,7,1,1,2,0.0,0,0,0,0,0,0,62.0,0,0,2,0,2.0,1.0,0.0,0,121,1,1,0,1,6,1,3
29108,0,116,2016,2,2,2,1,0.0,0,0,0,0,1,0,76.0,0,0,4,0,1.0,0.25,0.0,0,121,0,1,0,1,4,1,3
29109,0,236,2016,5,0,3,2,0.0,0,0,0,0,0,0,48.0,0,0,3,0,2.0,0.6666666666666666,0.0,0,53,0,1,1,1,6,1,3
29110,1,199,2017,7,1,4,2,0.0,0,0,0,0,0,0,107.1,0,1,5,0,2.0,0.4,0.5,1,21,0,1,0,1,5,3,3
29111,0,117,2017,1,2,5,2,0.0,0,0,0,0,0,0,57.8,0,3,7,0,2.0,0.2857142857142857,1.5,1,53,0,1,1,1,5,3,3
29112,1,185,2016,8,2,5,2,0.0,0,0,0,0,0,0,89.25,0,0,7,0,2.0,0.2857142857142857,0.0,0,50,0,1,0,0,5,3,3
29113,1,14,2015,10,0,1,1,0.0,0,0,1,0,0,0,100.0,0,0,1,0,1.0,1.0,0.0,0,121,0,1,0,1,4,1,3
29114,1,37,2016,10,0,3,1,0.0,0,0,0,0,0,0,95.0,0,0,3,0,1.0,0.3333333333333333,0.0,0,121,0,1,0,1,4,1,3
29115,0,96,2015,7,2,1,2,0.0,0,0,0,0,0,0,94.5,0,0,3,0,2.0,0.6666666666666666,0.0,0,121,0,1,0,2,4,1,3
29116,1,30,2015,8,1,2,2,0.0,0,0,0,0,0,0,152.0,0,0,3,0,2.0,0.6666666666666666,0.0,0,121,0,1,1,2,1,3,0
29117,0,12,2016,11,1,2,1,0.0,0,0,0,0,0,0,134.75,0,1,3,0,1.0,0.3333333333333333,1.0,1,53,0,1,0,0,5,3,3
29118,0,5,2016,5,0,2,1,0.0,0,0,0,0,1,0,0.0,0,0,2,0,1.0,0.5,0.0,0,121,0,1,0,1,2,1,1
29119,0,110,2016,11,0,3,1,0.0,0,0,0,0,0,0,85.87,0,1,3,0,1.0,0.3333333333333333,1.0,1,121,0,1,0,0,5,3,3
29120,0,55,2015,9,2,0,2,0.0,0,0,0,0,0,0,75.0,0,0,2,0,2.0,1.0,0.0,0,50,0,0,0,1,6,1,3
29121,0,0,2017,1,1,1,2,0.0,0,0,0,0,0,0,58.0,1,0,2,0,2.0,1.0,0.0,0,71,0,1,1,1,1,3,0
29122,1,113,2017,5,2,1,1,0.0,0,0,0,0,0,0,190.0,0,0,3,0,1.0,0.3333333333333333,0.0,0,121,1,1,0,1,4,3,3
29123,1,180,2015,10,0,1,2,0.0,0,0,0,0,0,0,70.0,0,0,1,0,2.0,2.0,0.0,0,121,1,1,0,1,4,3,3
29124,0,1,2017,3,1,0,2,0.0,0,0,0,0,0,0,91.08,0,0,1,0,2.0,2.0,0.0,0,121,0,1,0,1,5,3,3
29125,0,40,2015,8,2,2,2,0.0,0,0,0,0,0,0,62.0,0,0,4,0,2.0,0.5,0.0,0,46,0,1,0,1,6,1,3
29126,0,6,2017,6,0,1,2,0.0,0,0,0,0,0,0,94.5,0,1,1,0,2.0,2.0,0.5,1,121,0,1,1,1,5,3,3
29127,1,82,2017,2,2,1,2,0.0,0,0,0,0,0,0,42.0,0,2,3,0,2.0,0.6666666666666666,1.0,1,46,0,1,1,1,5,3,3
29128,1,0,2016,11,1,0,1,0.0,0,0,0,0,0,0,85.0,0,0,1,0,1.0,1.0,0.0,0,121,0,1,1,1,1,1,0
29129,1,139,2017,6,1,1,2,0.0,0,0,0,0,0,0,110.0,0,0,2,0,2.0,1.0,0.0,0,121,1,1,0,1,4,3,3
29130,1,71,2017,1,1,2,2,0.0,0,0,0,0,0,0,102.6,0,2,3,0,2.0,0.6666666666666666,1.0,1,46,0,1,0,1,5,3,3
29131,0,7,2015,9,1,2,2,0.0,0,0,0,0,0,0,111.33,0,0,3,0,2.0,0.6666666666666666,0.0,0,12,0,1,0,1,5,2,3
29132,0,265,2016,6,0,2,1,0.0,0,0,0,0,1,0,90.0,0,0,2,0,1.0,0.5,0.0,0,121,0,0,0,2,4,1,3
29133,1,97,2016,10,2,1,2,0.0,0,0,0,0,0,0,80.75,0,0,3,0,2.0,0.6666666666666666,0.0,0,121,0,1,0,1,4,3,3
29134,1,68,2016,2,0,2,2,0.0,0,0,1,0,0,0,75.0,0,0,2,0,2.0,1.0,0.0,0,121,1,1,0,1,6,3,3
29135,0,5,2017,2,2,5,2,0.0,0,0,0,0,0,0,102.97,0,0,7,0,2.0,0.2857142857142857,0.0,0,50,0,1,0,1,5,3,3
29136,1,80,2015,12,0,2,2,0.0,0,0,0,0,1,0,40.5,0,2,2,0,2.0,1.0,1.0,1,121,0,1,1,1,5,3,3
29137,0,67,2016,4,1,4,2,0.0,0,0,0,0,0,0,107.1,0,1,5,0,2.0,0.4,0.5,1,71,0,1,0,1,1,3,0
29138,1,5,2016,1,1,3,2,0.0,0,0,0,0,0,0,68.0,0,0,4,0,2.0,0.5,0.0,0,121,0,1,1,2,6,1,1
29139,1,69,2017,4,0,3,1,0.0,0,0,0,0,0,0,85.0,0,0,3,0,1.0,0.3333333333333333,0.0,0,121,1,1,0,1,2,3,1
29140,1,566,2017,1,0,2,2,0.0,0,0,0,0,0,0,62.0,0,0,2,0,2.0,1.0,0.0,0,121,1,1,0,1,6,3,3
29141,0,58,2016,4,0,3,3,0.0,0,0,0,0,1,0,189.0,0,2,3,0,3.0,1.0,0.6666666666666666,1,121,0,1,0,2,5,3,3
29142,1,9,2017,2,2,2,2,0.0,0,0,0,0,0,0,91.8,0,0,4,0,2.0,0.5,0.0,0,46,0,1,0,1,5,3,3
29143,1,457,2016,10,0,2,2,0.0,0,0,0,0,0,391,65.0,0,0,2,0,2.0,1.0,0.0,0,121,1,1,0,1,6,3,3
29144,1,49,2016,3,0,5,2,0.0,0,0,0,0,0,0,76.33,0,0,5,0,2.0,0.4,0.0,0,121,0,1,0,1,5,3,3
29145,0,1,2017,5,0,2,2,0.0,0,0,0,0,0,0,150.0,0,0,2,0,2.0,1.0,0.0,0,66,0,1,0,0,1,3,0
29146,0,25,2016,12,0,1,2,0.0,0,0,0,0,0,0,34.0,0,2,1,0,2.0,2.0,1.0,1,46,0,0,1,1,4,3,3
29147,0,13,2015,8,2,5,2,0.0,0,0,0,0,1,0,208.43,0,1,7,0,2.0,0.2857142857142857,0.5,1,46,0,1,1,2,5,3,3
29148,0,153,2016,10,2,2,2,0.0,0,0,0,0,0,0,72.25,0,1,4,0,2.0,0.5,0.5,1,53,0,1,0,0,4,3,3
29149,0,93,2016,4,2,3,2,0.0,0,0,0,0,2,0,79.3,0,1,5,0,2.0,0.4,0.5,1,62,0,0,1,2,1,3,0
29150,0,46,2016,11,1,0,1,0.0,0,0,0,0,0,0,97.2,0,2,1,0,1.0,1.0,2.0,1,149,0,1,0,1,5,3,3
29151,0,22,2016,5,1,3,2,0.0,0,0,0,0,0,0,102.43,0,1,4,0,2.0,0.5,0.5,1,50,0,1,0,1,5,3,3
29152,0,336,2016,9,1,3,3,0.0,0,0,0,0,3,0,110.5,1,0,4,0,3.0,0.75,0.0,0,53,0,0,1,1,6,1,0
29153,0,14,2016,5,0,1,2,0.0,0,0,0,0,0,0,73.0,0,0,1,0,2.0,2.0,0.0,0,121,0,1,0,1,4,1,3
29154,0,178,2017,8,2,5,3,1.0,0,0,0,0,2,0,383.0,1,3,7,0,4.0,0.5714285714285714,0.75,1,121,0,1,1,3,5,3,3
29155,1,52,2017,2,0,2,2,0.0,0,0,0,0,0,0,79.2,0,0,2,0,2.0,1.0,0.0,0,50,0,1,0,0,5,3,3
29156,0,11,2015,8,2,0,2,0.0,1,0,0,0,1,0,103.5,1,4,2,0,3.0,1.5,1.3333333333333333,1,121,0,1,1,1,5,3,3
29157,0,35,2015,10,0,2,1,0.0,0,0,0,0,0,0,94.05,0,1,2,0,1.0,0.5,1.0,1,53,0,1,0,1,5,2,3
29158,0,21,2015,9,0,2,2,0.0,0,0,0,0,0,0,105.0,0,0,2,0,2.0,1.0,0.0,0,53,0,1,0,1,1,3,0
29159,0,26,2017,2,2,5,1,0.0,0,0,0,0,1,0,42.5,0,3,7,0,1.0,0.14285714285714285,3.0,1,53,0,0,1,2,4,3,3
29160,0,40,2015,10,0,4,1,0.0,0,0,0,0,0,0,90.27,0,0,4,0,1.0,0.25,0.0,0,53,0,1,0,2,5,3,3
29161,0,27,2017,1,1,1,2,0.0,0,0,0,0,0,0,68.0,0,1,2,0,2.0,1.0,0.5,1,121,0,1,1,1,5,3,3
29162,0,57,2016,10,2,4,1,0.0,0,0,0,0,0,0,128.7,0,0,6,0,1.0,0.16666666666666666,0.0,0,149,0,1,0,1,1,3,0
29163,1,165,2017,6,2,2,1,0.0,0,0,0,0,0,0,49.95,0,2,4,0,1.0,0.25,2.0,1,121,0,1,1,1,4,3,3
29164,1,211,2017,5,2,4,2,0.0,0,0,0,0,1,0,136.5,0,1,6,0,2.0,0.3333333333333333,0.5,1,41,0,1,0,2,5,3,3
29165,1,155,2017,6,2,1,2,0.0,0,0,0,0,0,26,130.0,0,0,3,0,2.0,0.6666666666666666,0.0,0,121,1,1,0,1,6,3,3
29166,0,33,2016,10,1,1,2,0.0,0,0,0,0,0,0,58.0,0,1,2,0,2.0,1.0,0.5,1,30,0,1,1,1,5,3,3
29167,0,57,2016,9,0,2,2,0.0,0,0,0,0,0,0,101.52,0,0,2,0,2.0,1.0,0.0,0,121,0,1,0,1,4,3,3
29168,1,275,2016,6,1,1,2,0.0,0,0,0,0,0,69,62.8,0,0,2,0,2.0,1.0,0.0,0,121,1,1,0,1,4,3,3
29169,0,0,2016,8,0,1,2,0.0,0,0,0,0,0,0,139.0,0,0,1,0,2.0,2.0,0.0,0,149,0,1,0,0,5,3,3
29170,0,1,2016,5,1,0,2,0.0,0,0,0,0,0,0,119.0,0,1,1,0,2.0,2.0,0.5,1,53,0,1,0,0,5,3,3
29171,0,138,2016,7,0,2,2,1.0,0,0,0,0,0,0,130.5,0,1,2,0,3.0,1.5,0.3333333333333333,1,137,0,0,0,1,5,1,3
29172,1,299,2015,8,0,2,2,0.0,0,0,1,0,0,0,62.0,0,0,2,0,2.0,1.0,0.0,0,121,1,1,0,1,6,1,3
29173,0,3,2016,9,1,2,3,0.0,0,0,0,0,1,0,266.67,0,5,3,0,3.0,1.0,1.6666666666666667,1,53,0,0,0,1,5,3,3
29174,0,29,2016,10,0,2,2,0.0,0,0,0,0,0,0,60.0,0,1,2,0,2.0,1.0,0.5,1,46,0,1,1,1,5,3,3
29175,0,363,2016,9,2,5,2,0.0,0,0,0,0,0,0,112.48,1,0,7,0,2.0,0.2857142857142857,0.0,0,53,0,1,1,1,5,3,3
29176,0,139,2015,11,0,5,1,0.0,0,0,0,0,4,87,65.0,0,0,5,0,1.0,0.2,0.0,0,50,0,1,0,1,6,1,3
29177,0,84,2017,4,1,5,2,0.0,0,0,0,0,0,0,74.6,0,1,6,0,2.0,0.3333333333333333,0.5,1,71,0,1,1,1,1,1,0
29178,0,80,2016,5,0,2,2,0.0,0,0,0,0,0,0,126.9,0,2,2,0,2.0,1.0,1.0,1,21,0,1,0,1,5,3,3
29179,1,8,2016,8,1,1,2,0.0,0,0,0,0,0,0,189.0,0,1,2,0,2.0,1.0,0.5,1,121,0,1,0,2,5,3,3
29180,1,56,2016,8,2,1,3,0.0,0,0,0,0,0,0,142.2,0,0,3,0,3.0,1.0,0.0,0,143,0,1,0,1,5,3,3
29181,0,107,2015,8,1,2,2,0.0,0,0,0,0,0,0,134.0,0,1,3,0,2.0,0.6666666666666666,0.5,1,121,0,1,1,1,1,1,0
29182,1,279,2016,10,0,3,2,0.0,0,0,0,0,0,0,110.0,0,0,3,0,2.0,0.6666666666666666,0.0,0,121,1,1,0,1,4,3,3
29183,0,257,2015,7,0,2,2,0.0,0,0,0,0,0,0,101.5,0,0,2,0,2.0,1.0,0.0,0,121,0,1,0,2,4,3,3
29184,0,11,2015,12,2,2,2,0.0,0,0,0,0,0,0,104.0,0,0,4,0,2.0,0.5,0.0,0,121,0,1,0,2,6,1,3
29185,1,149,2017,2,2,2,3,0.0,0,0,0,0,1,0,119.0,0,1,4,0,3.0,0.75,0.3333333333333333,1,21,0,1,0,1,5,3,3
29186,1,141,2016,10,2,2,2,0.0,0,0,0,0,0,0,78.0,0,0,4,0,2.0,0.5,0.0,0,137,0,1,1,1,5,3,3
29187,0,13,2016,10,0,1,1,0.0,0,0,0,0,0,0,90.0,0,1,1,0,1.0,1.0,1.0,1,50,0,1,0,1,4,3,3
29188,1,378,2016,11,0,2,2,0.0,0,0,0,0,1,0,46.0,0,0,2,0,2.0,1.0,0.0,0,121,1,0,1,1,6,3,3
29189,0,86,2016,9,2,2,2,0.0,0,0,0,0,0,0,90.95,0,3,4,0,2.0,0.5,1.5,1,30,0,1,0,1,4,3,3
29190,0,149,2016,8,2,4,2,1.0,0,0,0,0,0,0,119.0,0,2,6,0,3.0,0.5,0.6666666666666666,1,50,0,1,0,1,5,1,3
29191,0,0,2015,8,2,2,2,0.0,0,0,0,0,0,0,75.0,0,0,4,0,2.0,0.5,0.0,0,121,0,1,0,1,1,3,0
29192,0,305,2015,9,3,6,1,0.0,0,0,0,0,0,0,64.0,0,1,9,1,1.0,0.1111111111111111,1.0,1,66,0,1,1,1,1,3,0
29193,0,28,2016,8,1,3,2,0.0,0,0,0,0,0,0,118.15,0,0,4,0,2.0,0.5,0.0,0,53,0,1,0,1,5,3,3
